№,ФИО,Компетенция,"Баллы, ед.","Баллы, %",Баллы по ключевым навыкам,A - Конкурское задание 1,Максимальное значение,Результат,Применение законодательных актов и нормативно-технической документации при проведении строительного контроля Общестроительные работы,Верных ответов ноль,Верных ответов от 1 до 9,Верных ответов от 10 до 19,Верных ответов от 20 до 29,Верных ответов от 30 до 39,Верных ответов от 40 до 49,Верных ответов от 50 до 59,Верных ответов от 60 до 69,Верных ответов 70,Применение законодательных актов и нормативно-технической документации при проведении строительного контроля Электромонтажные работы,Верных ответов ноль.1,Верных ответов от 1 до 9.1,Верных ответов от 10 до 19.1,Верных ответов от 20 до 29.1,Верных ответов от 30 до 39.1,Верных ответов от 40 до 49.1,Верных ответов от 50 до 59.1,Верных ответов от 60 до 69.1,Верных ответов 70.1,B - Конкурское задание 2,Максимальное значение.1,Результат.1,Рассмотреть и выдать обоснованный реестр несоответствий принятых решений в ППР Общестроительные работы,В рееестр внесены менее 20 несоотвествий,Знает ли участник актуальность применяемой НТД,Грамотно ли сформулированы замечания к выявленным несоответсвиям,Применяет ли знания НТД конкурсант при проверке ППР,Обоснованы ли замечания к выявленным несоотвествиям,Дискретный аспект,Судейский аспект,Рассмотреть и выдать обоснованный реестр несоответствий принятых решений в ППР Электромонтажные работы,В рееестр внесены менее 20 несоотвествий.1,Знает ли участник актуальность применяемой НТД.1,Грамотно ли сформулированы замечания к выявленным несоответсвиям.1,Применяет ли знания НТД конкурсант при проверке ППР.1,Обоснованы ли замечания к выявленным несоотвествиям.1,Дискретный аспект.1,Судейский аспект.1,C - Конкурское задание 3,Максимальное значение.2,Результат.2,Проверка комплекта исполнительной документации на предмет полноты и соответствия РД и требованиям НТД.Общестроительные работы,Понимает ли участник порядок формирования ИД,"Умеет ли участник читать проекто-сметную, рабочую и организационно-техническую документацию","Знает ли участник требования, порядок предоставления и оформления протоколов испытаний","Владеет ли участник знанияи нормативных правовых актов, регламентирующих проведение СК на ОИАЭ",Применяет ли участник НТД при проведении СК,Знает ли участник последовательность выполнения технологического процесса при проведении СК,Знает ли участник порядок проведения ВК и применение материалов при осуществлении СК ,Дискретный аспект.2,Судейский аспект.2,Проверка комплекта исполнительной документации на предмет полноты и соответствия РД и требованиям НТД. электромонтажные работы,Понимает ли участник порядок формирования ИД.1,"Умеет ли участник читать проекто-сметную, рабочую и организационно-техническую документацию.1","Знает ли участник требования, порядок предоставления и оформления лабораторных исследований","Владеет ли участник знанияи нормативных правовых актов, регламентирующих проведение СК на ОИАЭ.1",Применяет ли участник НТД при проведении СК.1,Знает ли участник последовательность выполнения технологического процесса при проведении СК.1,Знает ли участник порядок проведения ВК и применение материалов при осуществлении СК .1,Дискретный аспект.3,Судейский аспект.3,D - Конкурское задание 4,Максимальное значение.3,Результат.3,Найти несоответствия в  выданной в производство РД и локально-сметных расчетах в части объёмов работ Общестроительные работы,Участник нашел менее 9 несоответсвий,Знает ли участник требования к входному контролю проектной и рабочей докумнтации,Умеет ли участник грамотно оформлять результаты инженерного анализа,Аргументированно ли сформулированы и оформлены замечания к выявленным несоотвествиям проектно-сметной  и рабочей документации,Применяет ли участник знания НТД при проверке рабочей документации  и локально-сметных расчетов,Знает ли участник технологический процесс проведения работ,Дискретный аспект.4,Судейский аспект.4,Найти несоответствия в  выданной в производство РД и локально-сметных расчетах в части объёмов работ Электромонтажные работы,Участник нашел менее 9 несоответсвий.1,Знает ли участник требования к входному контролю проектной и рабочей докумнтации.1,Умеет ли участник грамотно оформлять результаты инженерного анализа.1,Аргументированно ли сформулированы и оформлены замечания к выявленным несоотвествиям проектно-сметной  и рабочей документации.1,Применяет ли участник знания НТД при проверке рабочей документации  и локально-сметных расчетов.1,Знает ли участник технологический процесс проведения работ.1,Дискретный аспект.5,Судейский аспект.5,E - Конкурское задание 5,Максимальное значение.4,Результат.4,"Проверка материалов, оборудования поступающих на строительную площадку на соответствие требованиям РД, НТД Общестроительные работы",Умеет ли участник проверить результаты ВК,Понимает ли участник необходимость проведения ВИК при ВК,Проверил ли участник материалы/оборудование на соотвествие РД,Знает ли участник требования к полноте и комплектности сопроводительной документации на материалы/оборудование,Знает ли участник порядок оформления резльтатов ВК,Знает ли и применяет участник НТД регламентирующую проведение ВК,Знает и понимает ли участник требования НТД к оформлению документов подтверждающих качество продукции паспорта сертифткаты,Дискретный аспект.6,Судейский аспект.6,"Проверка материалов, оборудования поступающих на строительную площадку на соответствие требованиям РД, НТД Электромонтажные работы",Умеет ли участник проверить результаты ВК.1,Понимает ли участник необходимость проведения ВИК при ВК.1,Проверил ли участник материалы/оборудование на соотвествие РД.1,Знает ли участник требования к полноте и комплектности сопроводительной документации на материалы/оборудование.1,Знает ли участник порядок оформления резльтатов ВК.1,Знает ли и применяет участник НТД регламентирующую проведение ВК.1,Знает и понимает ли участник требования НТД к оформлению документов подтверждающих качество продукции паспорта сертифткаты.1,Дискретный аспект.7,Судейский аспект.7,F - Конкурское задание 6,Максимальное значение.5,Результат.5,Анализ с выявлением технических дефектов и ошибок при поведении СК СМР по результатам геодезического контроля. Применение лабораторных приборов на практике,Участник нашел менее 20 несоответсвий,Знает и применяет участник НТД при проведении строительного контроля,Умеет ли участник читать РД,Понимает ли участник процесс проведения геодезического контроля,Имеет ли участник навыки проведени чтения исполнительных схем ,Умеет ли участник правильно пользоваться лабораторными приборами,Дискретный аспект.8,Судейский аспект.8,Анализ с выявлением технических дефектов и ошибок при поведении СК ЭМР по результатам лаораторного контроля. Практический навык проверки исполнительных схем.,Участник нашел менее 10 несоответсвий,Знает и применяет участник НТД при проведении строительного контроля.1,Умеет ли участник читать РД.1,Понимает ли участник процесс проведения строительного контроля,Имеет ли участник навыки проведени лабораторного контроля,Умеет ли участник читать исполнительные схемы и анализировать в процессе проведения ЛК,Дискретный аспект.9,Судейский аспект.9,Пол,Должность,Начало трудового стажа,Место работы,Профессия,Начало трудовой деятельности в РОСАТОМ,Образование,Место образования,Год оканчания,Специальность
1,ФИО_425,Строительный контроль,100,"46,25","46,25",,16,7,,,1,1,1,0,0,0,0,,,,1,1,1,1,0,0,0,0,,15,0,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,25,"12,5",,0,0,0,0,1,0,0,"2,75","0,5",,1,1,0,0,1,1,0,"3,75","0,5",,18,"10,75",,,0,"0,5",0,0,"0,5","2,75","0,5",,,"0,5",0,0,"0,5","0,5","4,5","0,5",,13,"6,25",,"0,25",0,"0,5",0,"0,25",0,0,"2,5","0,5",,0,0,0,0,0,0,0,"2,25",0,,13,"9,75",,,"0,25","0,25","0,25","0,25",1,"2,5","0,5",,,"0,25","0,25","0,25","0,25",0,"2,75",1,0,,,"Филиал ОАО ""РЖД"" Свердловская дистанция гражданских сооружений",,,,,,
1,ФИО_535,Строительный контроль,100,"46,25","46,25",,16,7,,,1,1,1,0,0,0,0,,,,1,1,1,1,0,0,0,0,,15,0,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,25,"12,5",,0,0,0,0,1,0,0,"2,75","0,5",,1,1,0,0,1,1,0,"3,75","0,5",,18,"10,75",,,0,"0,5",0,0,"0,5","2,75","0,5",,,"0,5",0,0,"0,5","0,5","4,5","0,5",,13,"6,25",,"0,25",0,"0,5",0,"0,25",0,0,"2,5","0,5",,0,0,0,0,0,0,0,"2,25",0,,13,"9,75",,,"0,25","0,25","0,25","0,25",1,"2,5","0,5",,,"0,25","0,25","0,25","0,25",0,"2,75",1,0,,,ОАО РЖД дистанция гражданских сооружений ,,,,,,
2,ФИО_16,Строительный контроль,100,48,48,,16,9,,,1,1,1,1,1,0,0,,,,1,1,1,1,0,0,0,0,,15,0,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,25,"14,25",,1,1,"0,5",1,1,1,"0,5","3,5","0,5",,1,0,0,0,0,0,0,"3,25",0,,18,"11,5",,,"0,5",0,0,"0,5",0,3,"0,5",,,"0,5","0,5","0,5","0,5","0,5","3,5",1,,13,"7,5",,"0,25","0,25","0,5",0,"0,25","0,25",0,"2,75",1,,0,0,0,0,0,0,0,"2,25",0,,13,"5,75",,,"0,25","0,25","0,25","0,25",1,"2,75",1,,,0,0,0,0,0,0,0,0,Ведущий инженер по надзору за строительством,1997-09-01,Департамент капитального строительства,нет в предлагаемом списке,2014-04-21,,,,
2,ФИО_268,Строительный контроль,100,48,48,,16,9,,,1,1,1,1,1,0,0,,,,1,1,1,1,0,0,0,0,,15,0,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,25,"14,25",,1,1,"0,5",1,1,1,"0,5","3,5","0,5",,1,0,0,0,0,0,0,"3,25",0,,18,"11,5",,,"0,5",0,0,"0,5",0,3,"0,5",,,"0,5","0,5","0,5","0,5","0,5","3,5",1,,13,"7,5",,"0,25","0,25","0,5",0,"0,25","0,25",0,"2,75",1,,0,0,0,0,0,0,0,"2,25",0,,13,"5,75",,,"0,25","0,25","0,25","0,25",1,"2,75",1,,,0,0,0,0,0,0,0,0,Ведущий инженер,1999-09-01,Департамент капитального строительства,нет в предлагаемом списке,2007-12-01,,,,
3,ФИО_255,Строительный контроль,100,"48,75","48,75",,16,9,,,1,1,1,1,1,0,0,,,,1,1,1,1,0,0,0,0,,15,0,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,25,"13,5",,1,1,0,0,0,1,"0,5","3,75",1,,1,0,0,0,1,0,0,"3,25",0,,18,"11,5",,,"0,5","0,5","0,5","0,5","0,5","3,5",1,,,"0,5",0,0,"0,5","0,5","2,5","0,5",,13,5,,0,0,"0,5",0,0,0,0,"2,25",0,,0,0,0,0,0,0,0,"2,25",0,,13,"9,75",,,"0,25","0,25","0,25","0,25",1,"2,5",1,,,"0,25","0,25","0,25",0,1,"1,5",1,0,Руководитель направления,03.2016,АО «Государственный специализированный проектный институт» ,,,,,,
3,ФИО_279,Строительный контроль,100,"48,75","48,75",,16,9,,,1,1,1,1,1,0,0,,,,1,1,1,1,0,0,0,0,,15,0,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,25,"13,5",,1,1,0,0,0,1,"0,5","3,75",1,,1,0,0,0,1,0,0,"3,25",0,,18,"11,5",,,"0,5","0,5","0,5","0,5","0,5","3,5",1,,,"0,5",0,0,"0,5","0,5","2,5","0,5",,13,5,,0,0,"0,5",0,0,0,0,"2,25",0,,0,0,0,0,0,0,0,"2,25",0,,13,"9,75",,,"0,25","0,25","0,25","0,25",1,"2,5",1,,,"0,25","0,25","0,25",0,1,"1,5",1,0,Главный специалист,06.2005,АО «Государственный специализированный проектный институт»,,"10,2021",Высшее;Высшее,Иркутский Государственный Технический Университет;Иркутский Государственный Университет,2011;2009,Инженер строитель;Менеджер организации
4,ФИО_45,Строительный контроль,100,"63,25","63,25",,16,9,,,1,1,1,1,0,0,0,,,,1,1,1,1,1,0,0,0,,15,0,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,25,"19,75",,1,0,"0,5",0,1,1,0,4,"0,5",,1,1,"0,5",1,1,1,"0,5","4,75",1,,18,"13,5",,,"0,5","0,5","0,5","0,5",0,"3,5",1,,,"0,5","0,5","0,5","0,5","0,5","3,5",1,,13,"10,75",,"0,25","0,25","0,5","0,25","0,25","0,25","0,25","2,75",1,,"0,25","0,25",0,"0,25","0,25","0,25","0,25","2,5",1,,13,"10,25",,,"0,25","0,25","0,25","0,25",1,3,"0,5",,,"0,25","0,25","0,25","0,25",0,"2,75",1,0,Ведущий инженер строительного контроля,01.02.2002,"""АО """"Концерн Титан-2"""" отдел строительного контроля""",,2021-03-18,Высшее,"ФГОУ ВПО ""Северская государственная технологическая академия""",2006,Электропривод и автоматика промышленных установок и технологических комплексов
4,ФИО_318,Строительный контроль,100,"63,25","63,25",,16,9,,,1,1,1,1,0,0,0,,,,1,1,1,1,1,0,0,0,,15,0,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,25,"19,75",,1,0,"0,5",0,1,1,0,4,"0,5",,1,1,"0,5",1,1,1,"0,5","4,75",1,,18,"13,5",,,"0,5","0,5","0,5","0,5",0,"3,5",1,,,"0,5","0,5","0,5","0,5","0,5","3,5",1,,13,"10,75",,"0,25","0,25","0,5","0,25","0,25","0,25","0,25","2,75",1,,"0,25","0,25",0,"0,25","0,25","0,25","0,25","2,5",1,,13,"10,25",,,"0,25","0,25","0,25","0,25",1,3,"0,5",,,"0,25","0,25","0,25","0,25",0,"2,75",1,0,Начальник отдела строительного контроля,2005-08-02,Акционерное общество «КОНЦЕРН ТИТАН-2»,,2021-06-25,высшее профессиональное,Санкт-Петербургский государственный архитектурно-строительный университет,2005,Промышленное и гражданское строительство
5,ФИО_60,Строительный контроль,100,"88,25","88,25",,16,15,,,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,,15,"14,5",,,1,"0,5","0,5","0,5","3,5","1,5",,0,1,"0,5","0,5","0,5","3,5",1,,25,"24,25",,1,1,"0,5",1,1,1,"0,5","4,75",1,,1,1,"0,5",1,1,1,"0,5",5,"1,5",,18,12,,,"0,5",0,0,"0,5","0,5",3,"0,5",,,"0,5","0,5","0,5","0,5","0,5","3,5",1,,13,"10,75",,"0,25","0,25","0,5",0,"0,25",0,"0,25","2,5",1,,"0,25","0,25","0,5","0,25","0,25","0,25","0,25","2,75",1,,13,"11,75",,,"0,25","0,25","0,25","0,25",1,"2,25","1,5",,,"0,25","0,25","0,25","0,25",1,3,1,0,Ведущий инженер управления с роительного контроля группы технического надзора,07.2011,Артем Александрович Бондаренко,,,,,,
5,ФИО_303,Строительный контроль,100,"88,25","88,25",,16,15,,,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,,15,"14,5",,,1,"0,5","0,5","0,5","3,5","1,5",,0,1,"0,5","0,5","0,5","3,5",1,,25,"24,25",,1,1,"0,5",1,1,1,"0,5","4,75",1,,1,1,"0,5",1,1,1,"0,5",5,"1,5",,18,12,,,"0,5",0,0,"0,5","0,5",3,"0,5",,,"0,5","0,5","0,5","0,5","0,5","3,5",1,,13,"10,75",,"0,25","0,25","0,5",0,"0,25",0,"0,25","2,5",1,,"0,25","0,25","0,5","0,25","0,25","0,25","0,25","2,75",1,,13,"11,75",,,"0,25","0,25","0,25","0,25",1,"2,25","1,5",,,"0,25","0,25","0,25","0,25",1,3,1,0,ведущий инженер,08.1999,"""филиал АО """"НИКИМТ-Атомстрой""""""",,,,,,
6,ФИО_273,Строительный контроль,100,68,68,,16,14,,,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,0,,15,12,,,1,0,"0,5",0,"3,5",1,,0,1,0,"0,5",0,"3,5",1,,25,"13,5",,0,0,0,0,0,0,0,"1,25",0,,1,1,"0,5",1,1,1,"0,5","4,75","1,5",,18,"11,5",,,"0,5",0,0,"0,5",0,"3,25","0,5",,,"0,5","0,5","0,5","0,5","0,5","3,25",1,,13,11,,"0,25","0,25","0,5","0,25","0,25","0,25","0,25","2,75",1,,"0,25","0,25","0,5",0,"0,25","0,25","0,25","2,5",1,,13,6,,,"0,25","0,25","0,25","0,25",1,3,1,,,0,0,0,0,0,0,0,0,Инженер,,АО Инжиниринговая компания «АСЭ» (АО ИК «АСЭ»),,,,,,
6,ФИО_127,Строительный контроль,100,68,68,,16,14,,,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,0,,15,12,,,1,0,"0,5",0,"3,5",1,,0,1,0,"0,5",0,"3,5",1,,25,"13,5",,0,0,0,0,0,0,0,"1,25",0,,1,1,"0,5",1,1,1,"0,5","4,75","1,5",,18,"11,5",,,"0,5",0,0,"0,5",0,"3,25","0,5",,,"0,5","0,5","0,5","0,5","0,5","3,25",1,,13,11,,"0,25","0,25","0,5","0,25","0,25","0,25","0,25","2,75",1,,"0,25","0,25","0,5",0,"0,25","0,25","0,25","2,5",1,,13,6,,,"0,25","0,25","0,25","0,25",1,3,1,,,0,0,0,0,0,0,0,0,Главный специалист,,АО Инжиниринговая компания «АСЭ» (АО ИК «АСЭ»),,,,,,
7,ФИО_185,Строительный контроль,100,"55,5","55,5",,16,9,,,1,1,1,1,1,0,0,,,,1,1,1,1,0,0,0,0,,15,0,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,25,"21,25",,1,1,"0,5",1,1,0,0,"4,25",1,,1,1,"0,5",1,1,1,"0,5","4,5",1,,18,"10,25",,,"0,5",0,0,0,0,"2,5","0,5",,,"0,5","0,5","0,5","0,5","0,5","3,25",1,,13,"9,5",,"0,25",0,"0,5","0,25","0,25",0,"0,25","2,25","0,5",,"0,25","0,25","0,5","0,25","0,25",0,"0,25","2,5",1,,13,"5,5",,,"0,25","0,25","0,25","0,25",1,"2,5",1,,,0,0,0,0,0,0,0,0,"Заместитель начальника цеха по ремонту, строительству и монтажу",2014-11-11,ФГУП комбинат электрохимприбор,нет в предлагаемом списке,2014-11-11,,,,
7,ФИО_642,Строительный контроль,100,"55,5","55,5",,16,9,,,1,1,1,1,1,0,0,,,,1,1,1,1,0,0,0,0,,15,0,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,25,"21,25",,1,1,"0,5",1,1,0,0,"4,25",1,,1,1,"0,5",1,1,1,"0,5","4,5",1,,18,"10,25",,,"0,5",0,0,0,0,"2,5","0,5",,,"0,5","0,5","0,5","0,5","0,5","3,25",1,,13,"9,5",,"0,25",0,"0,5","0,25","0,25",0,"0,25","2,25","0,5",,"0,25","0,25","0,5","0,25","0,25",0,"0,25","2,5",1,,13,"5,5",,,"0,25","0,25","0,25","0,25",1,"2,5",1,,,0,0,0,0,0,0,0,0,Инженер по надзору за строительством,1994-07-25,ФГУП Комбинат Электрохимприбор,нет в предлагаемом списке,2012-02-09,,,,
8,ФИО_229,Строительный контроль,100,"74,5","74,5",,16,11,,,1,1,1,1,1,1,0,,,,1,1,1,1,1,0,0,0,,15,"5,5",,,1,0,0,"0,5","3,5","0,5",,0,0,0,0,0,0,0,,25,23,,1,1,"0,5",1,1,1,"0,5","4,25",1,,1,1,"0,5",1,1,1,"0,5","4,75",1,,18,"15,5",,,"0,5","0,5","0,5","0,5","0,5","3,5",1,,,"0,5","0,5","0,5","0,5","0,5","4,5","1,5",,13,"9,25",,"0,25","0,25","0,5","0,25","0,25","0,25","0,25","2,75",1,,0,0,0,"0,25","0,25","0,25","0,25",2,"0,5",,13,"10,25",,,"0,25","0,25","0,25","0,25",1,"2,25",1,,,"0,25","0,25","0,25","0,25",0,3,1,0,Инженер 1 категории,26.09.2011,"АО ""Концерн Росэнергоатом"", филиал ""Курская атомная станция"", Управление капитального строительства Курской АЭС-2",нет в предлагаемом списке,2015-09-14,,,,
8,ФИО_546,Строительный контроль,100,"74,5","74,5",,16,11,,,1,1,1,1,1,1,0,,,,1,1,1,1,1,0,0,0,,15,"5,5",,,1,0,0,"0,5","3,5","0,5",,0,0,0,0,0,0,0,,25,23,,1,1,"0,5",1,1,1,"0,5","4,25",1,,1,1,"0,5",1,1,1,"0,5","4,75",1,,18,"15,5",,,"0,5","0,5","0,5","0,5","0,5","3,5",1,,,"0,5","0,5","0,5","0,5","0,5","4,5","1,5",,13,"9,25",,"0,25","0,25","0,5","0,25","0,25","0,25","0,25","2,75",1,,0,0,0,"0,25","0,25","0,25","0,25",2,"0,5",,13,"10,25",,,"0,25","0,25","0,25","0,25",1,"2,25",1,,,"0,25","0,25","0,25","0,25",0,3,1,0,Инженер ГОР ОСК УКС КуАЭС-2,07.2012,"""Филиал АО """"Концерн Росэнергоатом"""" """"Курская атомная станция""""""",,2014,Высшее,ЮЗГУ,2013,"Бакалавр техники и технологии по направлению ""Строительство"""
