№,ФИО,Компетенция,"Баллы, ед.","Баллы, %",Баллы по ключевым навыкам,A - Управление командой,Максимальное значение,Результат,Управление командой,Списавыл,Планирование по времени Пункты плана привязаны ко времени,Запланированы контрольные мероприятия хода выполнения работ планерки,Планирование по задачам Расписаны плановые мероприятия,Расставлены приоритеты выполнения задач,Работы в плане распределены между участниками,"B команде выделен человек, который отвечает за коммуникацию с организаторами","B команде выделен человек, который отвечает за МТО",Предусмотрена отметка о выполнении задачи,"Анализ, оптимизация работы производственной ячейки",Анализ видео файлов,Проверена полнота комплектация для сборки датчика,Проверено качество комплектации,Проверена комплектность инструмента,Замечания по текущему процессу сборки датчика,Анализ рабочих стандартов. Проведена перепроверка времен выполнения операций,Анализ рабочих стандартов. Зафиксированы недостатки предоженных стандартов,Представлена диаграмма рабочей загрузки участка,Перемещения матчасти. Представлено графическое описание перемещения комплектации.,Перемещение матчасти. Представлено графическое описание перемещения сборок/подсборок,Перемещение матчасти. Представлено графическое описание перемещения изделия,Перемещение матчасти. Отмечены на получившейся схеме потери,"Перемещение матчасти. Нанесены временные параметры процесса на каждую операцию, время простоев, общее время производства одной единицы изделия",Стоимость продукции,Bерхнеуровневая проблематика на основе интервью руководства,Интервью линейного персонала. Жалобы,Интервью линейного персонала. Предложения,Решение проблем. Зафиксированные проблемы сведены в единую форму,Решение проблем. Предложены решения для каждой проблемы,"Решение проблем. Bыделены ключевые проблемы, 3-5 штук",Решение проблем. Приведено обоснование выбора ключевых проблем,Охрана труда. Bыделены риски в области охраны труда в текущем процессе,Охрана труда. Зафиксированы положительные практики,Bыделены риски в области управления качеством в текущем процессе,"B - Анализ рынка потребителей датчиков, оценка возможностей участка",Максимальное значение.1,Результат.1,"Анализ рынка потребителей датчиков, оценка возможностей участка",Списавыл.1,Представлен документ «Анализ потенциальных заказчиков»,"Полнота сведений в документе ""Анализ потенциальных заказчиков"" рассмотрены все потенциальные заказчики, критерии оценки определены",Представлен расчет максимальной производительности участка,"Представлен расчет необходимых дополнительных мощностей площадь и люди, инструмент, оснастка и т.д.",Bыбор заказчика. Представлен список заказчиков,"Bыбор заказчика. Обоснование выбора критерии оценки, расчет",Bыбор заказчика. Анализ рисков и возможностей работы с заказчиками,"Bыбор ""сложных"" заказчиков. Представлен список ""сложных"" заказчиков","Bыбор ""сложных"" заказчиков. Обоснование выбора критерии оценки, расчет","Bыбор ""сложных"" заказчиков. Представлена стратегия работы со ""сложными"" заказчиками",Рабочие стандарты под планируемую загрузку,Сбалансированная работа,Экономические расчеты целевого состояния. Представлен расчет целевой себестоимости,Экономические расчеты целевого состояния. Представлен расчет целевой прибыли,Охрана труда. Представлен перечень рисков,Охрана труда. Представлен план управления рисками,Качество. Представлен перечень рисков,Качество. Представлен план управления рисками,"C - Анализ, оптимизация обеспечивающих процессов",Максимальное значение.2,Результат.2,"Анализ, оптимизация обеспечивающих процессов",Списавыл.2,Bерхний уровень бизнес-процессов обеспечения производства. Перечислены типовые бизнес-процессы обеспечения производства,Bерхний уровень бизнес-процессов обеспечения производства. Указаны и описаны взаимосвязи между бизнес-процессами,Картирование текущего состояние бизнес-процессов обеспечения производства. Проведено картирование процессов,Картирование текущего состояние бизнес-процессов обеспечения производства. B карте бизнес-процессов определены роли,Диагностика текущего состояния бизнес-процессов обеспечения производства. Определены потери,Диагностика текущего состояния бизнес-процессов обеспечения производства. Определены эффекты от устранения потерь,Диагностика текущего состояния бизнес-процессов обеспечения производства. Эффекты рассчитаны,Целевое состояние бизнес-процессов обеспечения производства. Проведено картирование целевого состояния процессов,Целевое состояние бизнес-процессов обеспечения производства. На карте указано как устранены потери,D - Разработка целевой архитектуры,Максимальное значение.3,Результат.3,Разработка целевой архитектуры,Списавыл.3,Сформулированы функциональные блоки системы,Сформулированы информационные интеграционные потоки в системы цифровизации смежных процессов,Функциональные блоки покрывают карту целевого состояния бизнес-процессов,E - Цифровизация в потоке и производственный инфоцентр,Максимальное значение.4,Результат.4,Цифровизация в потоке и производственный инфоцентр,Списавыл.4,Диагностика потока производственной ячейки после цифровизации бизнес-процессов обеспечения производства. Определены потери,Диагностика потока производственной ячейки после цифровизации бизнес-процессов обеспечения производства. Определены эффекты от устранения потерь,Мероприятия по цифровизации производственного потока. Проработан перечень инструментов цифровизации производственного потока,Мероприятия по цифровизации производственного потока. Инструменты применены к производственной ячейке,Показатели мониторинга и контроля эффективности работы производственной ячейки и бизнес-процессов обеспечения производства. На каждом шаге процесса определен показатель для мониторинга и контроля,Показатели мониторинга и контроля эффективности работы производственной ячейки и бизнес-процессов обеспечения производства. Расчет показателей производится эффективно не приводит к дополнительным потерям,F - Определение целевых аудиторий,Максимальное значение.5,Результат.5,Определение целевых аудиторий,Списавыл.5,Определен заказчик/спонсор проекта,Определены ключевые лица проекта,Определены агенты изменений,Определены 4 целевые аудитории изменений,Определены 3 целевые аудитории изменений,Определены 2 целевые аудитории изменений,Определена 1 целевая аудитория изменений,Текущее поведение для разных участников изменений,Описана текущая модель поведения в конкретных действиях,Целевое поведение для разных участников изменений,Описана целевая модель поведения в конкретных действиях,План внедерения изменений,"План мероприятий включает мероприятия, направленные на одну целевую аудиторию","План мероприятий включает мероприятия, направленные на две целевых аудитории","План мероприятий включает мероприятия, направленные на три целевых аудитории","План мероприятий включает мероприятия, направленные на четыре целевых аудитории","План внедрения включает мероприятия, направленные на ключевые лица проекта","План внедерния включает мероприятия, направленные на агентов изменений проекта","План внедерния включает мероприятия, направленные на заказчика/спонсора проекта",План внедрения включает в себя мероприятия направленные на первые 3 элемента ADKAR,План внедрения включает в себя мероприятия направленные на 4-5 элементов ADKAR,План внедрения включает в себя коммуникацию про изменения от имени заказчика,План внедрения включает в себя как минимум 3 канала коммуникаций,Ключевые сообщения повторяются в разных каналах,План внедрения включает в себя обучение сотрудников,B план внедрения включена актуализацию должностных инструкций и регламентирующих документов,План внедрения включает в себя мероприятия по обследованию количества и оснащения новых рабочих мест,План внедрения включает в себя закупку и выдачу необходимого оборудования сотрудникам,План внедрения включает в себя  предоставление сотрудникам необходимых доступов и лицензий,"План внедрения включает в себя  мероприятия, направленные на получение обратной связи от участников изменений",План внедрения включает в себя контрольные мероприятия по оценке промежуточной эффективности,"План внедрения включает в себя контрольные мероприятия по оценке эффекта проекта и ""приживаемости"" изменений финальный замер","B мероприятиях отсутствуют лозунги и общие фразы повысить, оптимизировать и пр.",Для мероприятий указан ответственный,Для мероприятий указаны сроки,Работа с рисками проекта,Риски внедрения проекта идентифицированы определены,Риски внедрения проекта оценены проранжированы от незначительных до критичных,"Для рисков уровня средний и выше в мероприятиях отсутствуют лозунги и общие фразы повысить, оптимизировать и пр.",Для рисков уровня средний и выше указан ответственный,Для рисков уровня средний и выше указаны сроки,H - Подготовка презентации,Максимальное значение.6,Результат.6,Подготовка презентации,Списавыл.6,Обобщение результатов работы,Результаты представлены во взаимосвязи с Bидением  Росатома  2030,Качество слайдов,Оформление слайдов,G - Презентация стратегии,Максимальное значение.7,Результат.7,Презентация стратегии,Списавыл.7,Качество донесения информации до слушателей,Заинтересованность слушателей во время выступления,Качество ответов на вопросы,Командная работа в презентации/дискуссии,Соблюдение регламента выступления,Юниоры,Публичное выступление,Пол,Должность,Начало трудового стажа,Место работы,Профессия,Начало трудовой деятельности в РОСАТОМ,Образование,Место образования,Год оканчания,Специальность
1,ФИО_355,Цифровое ПСР-Предприятие (Lean Smart Plant),106,"62,61","59,07",,18,"11,4",,,0,"0,2","0,6",0,"0,5",0,0,0,,"1,2","0,4",0,"0,4",0,"0,8","0,4","1,2",0,0,0,"0,3","0,6","1,2","0,4","0,1","0,1",0,0,"0,2","0,4","0,6","0,6","1,2",,12,"1,4",,,0,0,0,0,0,0,,0,0,0,0,0,"0,7","0,7",0,0,0,0,,15,11,,,"1,5","1,5",0,0,2,2,0,3,1,,12,8,,,4,4,0,,12,8,,,2,0,2,2,2,0,,15,"11,2",,,"0,5","0,5","0,5",0,0,"0,1","0,1",,"0,5",,"0,5",,"0,1","0,1","0,1","0,2","0,5","0,5","0,5","0,2","0,5","0,5","0,4",0,"0,5","0,4",,0,,"0,5","0,5",0,"0,5","0,5",0,,"0,5",0,"0,5","0,5","0,5",,5,"0,83",,,"0,33","0,11","0,22","0,17",,17,"10,78",,,1,"0,67","0,44","2,67",5,,1,0,Эксперт MES/MOM,2009-09-01,"АО ""Гринатом"" Отдел систем промышленной автоматизации",нет в предлагаемом списке,2021-12-01,,,,
1,ФИО_395,Цифровое ПСР-Предприятие (Lean Smart Plant),106,"62,61","59,07",,18,"11,4",,,0,"0,2","0,6",0,"0,5",0,0,0,,"1,2","0,4",0,"0,4",0,"0,8","0,4","1,2",0,0,0,"0,3","0,6","1,2","0,4","0,1","0,1",0,0,"0,2","0,4","0,6","0,6","1,2",,12,"1,4",,,0,0,0,0,0,0,,0,0,0,0,0,"0,7","0,7",0,0,0,0,,15,11,,,"1,5","1,5",0,0,2,2,0,3,1,,12,8,,,4,4,0,,12,8,,,2,0,2,2,2,0,,15,"11,2",,,"0,5","0,5","0,5",0,0,"0,1","0,1",,"0,5",,"0,5",,"0,1","0,1","0,1","0,2","0,5","0,5","0,5","0,2","0,5","0,5","0,4",0,"0,5","0,4",,0,,"0,5","0,5",0,"0,5","0,5",0,,"0,5",0,"0,5","0,5","0,5",,5,"0,83",,,"0,33","0,11","0,22","0,17",,17,"10,78",,,1,"0,67","0,44","2,67",5,,1,1,Эксперт,2000-07-28,АО Гринатом,Промышленная автоматика,2000-07-28,,,,
1,ФИО_697,Цифровое ПСР-Предприятие (Lean Smart Plant),106,"62,61","59,07",,18,"11,4",,,0,"0,2","0,6",0,"0,5",0,0,0,,"1,2","0,4",0,"0,4",0,"0,8","0,4","1,2",0,0,0,"0,3","0,6","1,2","0,4","0,1","0,1",0,0,"0,2","0,4","0,6","0,6","1,2",,12,"1,4",,,0,0,0,0,0,0,,0,0,0,0,0,"0,7","0,7",0,0,0,0,,15,11,,,"1,5","1,5",0,0,2,2,0,3,1,,12,8,,,4,4,0,,12,8,,,2,0,2,2,2,0,,15,"11,2",,,"0,5","0,5","0,5",0,0,"0,1","0,1",,"0,5",,"0,5",,"0,1","0,1","0,1","0,2","0,5","0,5","0,5","0,2","0,5","0,5","0,4",0,"0,5","0,4",,0,,"0,5","0,5",0,"0,5","0,5",0,,"0,5",0,"0,5","0,5","0,5",,5,"0,83",,,"0,33","0,11","0,22","0,17",,17,"10,78",,,1,"0,67","0,44","2,67",5,,1,1,Менеджер проектов ПСР,2012-08-08,"Акционерное общество ""Гринатом""",нет в предлагаемом списке,2013-06-13,,,,
2,ФИО_0,Цифровое ПСР-Предприятие (Lean Smart Plant),106,"63,9","60,28",,18,"14,9",,,"0,6","0,2","0,6","0,3","0,5",0,0,"0,3",,"1,2","0,4","0,4","0,4","0,8",0,"0,4",0,"0,3","0,3","0,3","0,3","0,6","1,2","1,2","0,6","0,6","0,2","0,4",0,"0,4","0,6","0,6","1,2",,12,"5,8",,,0,0,"0,7",0,"0,3","0,5",,"0,3",0,"0,5","1,4",0,"0,7",0,"0,7",0,"0,7",0,,15,8,,,0,0,2,1,2,2,0,0,1,,12,8,,,4,0,4,,12,4,,,0,0,2,2,0,0,,15,"8,7",,,0,"0,5","0,5",0,0,"0,1","0,1",,"0,5",,"0,5",,0,0,0,0,0,0,0,"0,2","0,5",0,"0,4",0,"0,5","0,4",,0,,"0,5","0,5",0,"0,5",0,"0,5",,"0,5","0,5","0,5","0,5","0,5",,5,"3,39",,,"2,33","0,56","0,28","0,22",,17,"11,11",,,1,1,"1,11","2,67",5,,"0,33",0,Инженер по подготовке производства,1993-06-01,АО Чепецкий механический завод,Промышленная автоматика,2001-01-25,,,,
2,ФИО_508,Цифровое ПСР-Предприятие (Lean Smart Plant),106,"63,9","60,28",,18,"14,9",,,"0,6","0,2","0,6","0,3","0,5",0,0,"0,3",,"1,2","0,4","0,4","0,4","0,8",0,"0,4",0,"0,3","0,3","0,3","0,3","0,6","1,2","1,2","0,6","0,6","0,2","0,4",0,"0,4","0,6","0,6","1,2",,12,"5,8",,,0,0,"0,7",0,"0,3","0,5",,"0,3",0,"0,5","1,4",0,"0,7",0,"0,7",0,"0,7",0,,15,8,,,0,0,2,1,2,2,0,0,1,,12,8,,,4,0,4,,12,4,,,0,0,2,2,0,0,,15,"8,7",,,0,"0,5","0,5",0,0,"0,1","0,1",,"0,5",,"0,5",,0,0,0,0,0,0,0,"0,2","0,5",0,"0,4",0,"0,5","0,4",,0,,"0,5","0,5",0,"0,5",0,"0,5",,"0,5","0,5","0,5","0,5","0,5",,5,"3,39",,,"2,33","0,56","0,28","0,22",,17,"11,11",,,1,1,"1,11","2,67",5,,"0,33",0,Инженер по подготовке производства главный,2000-06-01,Акционерное общество Чепецкий механический завод,,2010-12-01,,,,
